ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
"When you've already decided... Have you decided?
Stand Strong, Patriot Strong
🇺🇸🇺🇸🇺🇸💪🇺🇸🇺🇸🇺🇸
🔥 Grab the Shirt Here ➡️ https://tinyurl.com/y2b7r7ob 🔥
🔥 Grab the Hat Here ➡️ https://tinyurl.com/y4kt757h 🔥",2019-08-21T03:00:36+0000,Patriot Strong LLC,0,99,1000,4999,0.017574,Alabama,0.001134,Rhode Island,0.018707,New Jersey,0.009637,New Mexico,0.031179,New York,0.030612,North Carolina,0.001701,North Dakota,0.076531,Ohio,0.019841,Oklahoma,0.010204,Oregon,0.047052,Pennsylvania,0.020975,South Carolina,0.015306,Nevada,0.002834,South Dakota,0.039116,Tennessee,0.088435,Texas,0.003968,Utah,0.002268,Vermont,0.024376,Virginia,0.02551,Washington,0.013605,West Virginia,0.020408,Wisconsin,0.004535,Wyoming,0.003968,New Hampshire,0.015873,Nebraska,0.02551,Arizona,0.027211,Indiana,0.013605,Arkansas,0.057256,California,0.009637,Colorado,0.006803,Connecticut,0.002834,Delaware,0.060091,Florida,0.023243,Georgia,0.001134,Hawaii,0.005669,Idaho,0.029478,Illinois,0.013605,Iowa,0.005102,Montana,0.013605,Kansas,0.021542,Kentucky,0.018141,Louisiana,0.005102,Maine,0.011905,Maryland,0.011905,Massachusetts,0.040816,Michigan,0.009637,Minnesota,0.011905,Mississippi,0.028345,Missouri,0.000567,Alaska,,,,
Every Patriot NEEDS This Shirt!,2019-08-20T21:04:08+0000,Foco Apparel,0,99,0,999,0.012658,Alabama,0.037975,Washington,0.075949,Texas,0.037975,Tennessee,0.025316,South Carolina,0.075949,Ohio,0.050633,New York,0.050633,Missouri,0.025316,Massachusetts,0.037975,Maryland,0.063291,Florida,0.088608,California,0.025316,Arkansas,0.012658,Wyoming,0.025316,Wisconsin,0.025316,Utah,0.025316,Colorado,0.025316,North Carolina,0.025316,New Jersey,0.012658,Nebraska,0.012658,Montana,0.037975,Minnesota,0.012658,Michigan,0.012658,Maine,0.037975,Kentucky,0.012658,Iowa,0.025316,Indiana,0.012658,Illinois,0.025316,Georgia,0.012658,Connecticut,0.037975,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VOTE NOW: Do You Think Rep. Alexandria Ocasio-Cortez Is UNFIT For Office?

Press the ""Send Message"" button to submit your vote!",2019-08-20T18:04:29+0000,I Love My Freedom,100,499,5000,9999,0.00024,"Washington, District of Columbia",0.046498,Pennsylvania,0.007209,Nebraska,0.006608,Nevada,0.004446,New Hampshire,0.01574,New Jersey,0.006248,New Mexico,0.045536,New York,0.039649,North Carolina,0.062477,Ohio,0.018142,Oklahoma,0.012135,Oregon,0.002884,Rhode Island,0.025472,Missouri,0.025111,South Carolina,0.003484,South Dakota,0.038688,Tennessee,0.071008,Texas,0.005046,Utah,0.002043,Vermont,0.029437,Virginia,0.01574,Washington,0.017422,West Virginia,0.014057,Wisconsin,0.004566,Montana,0.014057,Mississippi,0.002763,North Dakota,0.000841,Hawaii,0.028475,Alabama,0.002523,Alaska,0.020065,Arizona,0.013337,Arkansas,0.041932,California,0.013697,Colorado,0.00841,Connecticut,0.003725,Delaware,0.08026,Florida,0.036766,Georgia,0.006007,Idaho,0.013697,Minnesota,0.028716,Illinois,0.032681,Indiana,0.014057,Iowa,0.011294,Kansas,0.027034,Kentucky,0.018263,Louisiana,0.005767,Maine,0.013697,Maryland,0.011294,Massachusetts,0.028475,Michigan,0.002283,Wyoming,,
"Donald Trump hasn't stopped defending America since he entered office, so it only made sense to create a Donald Trump Garden Gnome ready to defend your home with the same integrity he uses to defend our great country!

Order your gnome here: https://patriotdepot.com/donald-trump-garden-gnome/",2019-08-20T17:08:36+0000,Patriot Depot,0,99,0,999,0.022222,Arizona,0.044444,Missouri,0.022222,South Dakota,0.022222,New Hampshire,0.022222,Massachusetts,0.022222,Indiana,0.044444,Illinois,0.022222,Florida,0.044444,Pennsylvania,0.022222,North Dakota,0.088889,North Carolina,0.066667,New York,0.044444,New Jersey,0.044444,Maryland,0.022222,Colorado,0.044444,Louisiana,0.022222,Kentucky,0.022222,Hawaii,0.044444,Georgia,0.088889,California,0.022222,Alaska,0.022222,Alabama,0.022222,Virginia,0.022222,South Carolina,0.022222,Oregon,0.022222,Montana,0.022222,Iowa,0.066667,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump hasn't stopped defending America since he entered office, so it only made sense to create a Donald Trump Garden Gnome ready to defend your home with the same integrity he uses to defend our great country!

Order your gnome here: https://patriotdepot.com/donald-trump-garden-gnome/",2019-08-20T17:08:36+0000,Patriot Depot,0,99,0,999,0.012225,Alabama,0.00978,North Dakota,0.017115,Maryland,0.007335,Massachusetts,0.031785,Michigan,0.017115,Minnesota,0.026895,Missouri,0.01467,Nevada,0.03423,New Jersey,0.0489,New York,0.0489,Ohio,0.02445,Iowa,0.01467,Oklahoma,0.051345,Pennsylvania,0.022005,South Carolina,0.03423,Tennessee,0.080685,Texas,0.01467,Utah,0.01956,Virginia,0.017115,Washington,0.00489,West Virginia,0.01956,Louisiana,0.022005,Indiana,0.00489,Connecticut,0.002445,Oregon,0.002445,Delaware,0.017115,Kansas,0.007335,Kentucky,0.002445,Mississippi,0.007335,Montana,0.007335,Nebraska,0.00978,New Hampshire,0.00489,New Mexico,0.017115,North Carolina,0.002445,Rhode Island,0.036675,Illinois,0.00489,Maine,0.00489,Alaska,0.026895,Arizona,0.01467,Arkansas,0.100244,California,0.017115,Colorado,0.07335,Florida,0.01956,Georgia,0.00489,Idaho,0.017115,Wisconsin,,,,,,,,,,,,
"This presidential gnome is now in stock and ready to defend your garden against any unwanted intruders!

Order your gnome here: https://patriotdepot.com/donald-trump-garden-gnome/",2019-08-20T17:08:36+0000,Patriot Depot,0,99,0,999,0.008772,Alabama,0.061404,Ohio,0.026316,Michigan,0.017544,Minnesota,0.052632,Missouri,0.026316,New Jersey,0.026316,New York,0.052632,North Carolina,0.008772,Oklahoma,0.008772,Kansas,0.026316,Oregon,0.04386,Pennsylvania,0.105263,Texas,0.017544,Virginia,0.070175,Washington,0.008772,West Virginia,0.008772,Massachusetts,0.008772,Iowa,0.008772,"Washington, District of Columbia",0.008772,Rhode Island,0.008772,Idaho,0.017544,Kentucky,0.017544,Maryland,0.008772,Montana,0.017544,New Mexico,0.008772,North Dakota,0.017544,Tennessee,0.026316,Indiana,0.017544,Arizona,0.105263,California,0.008772,Colorado,0.087719,Florida,0.017544,Georgia,0.017544,Illinois,0.026316,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This presidential gnome is now in stock and ready to defend your garden against any unwanted intruders!

Order your gnome here: https://patriotdepot.com/donald-trump-garden-gnome/",2019-08-20T17:08:36+0000,Patriot Depot,0,99,0,999,0.004944,Maine,0.018541,Oklahoma,0.007417,Nebraska,0.017305,Nevada,0.008653,New Hampshire,0.032138,New Jersey,0.004944,New Mexico,0.054388,New York,0.024722,North Carolina,0.00618,North Dakota,0.040791,Ohio,0.018541,Oregon,0.014833,Missouri,0.045735,Pennsylvania,0.001236,Rhode Island,0.008653,South Carolina,0.024722,Tennessee,0.076638,Texas,0.007417,Utah,0.02843,Virginia,0.029666,Washington,0.00618,West Virginia,0.013597,Wisconsin,0.002472,Montana,0.007417,Mississippi,0.003708,South Dakota,0.02843,Georgia,0.001236,Delaware,0.001236,Vermont,0.016069,Alabama,0.00618,Alaska,0.025958,Arizona,0.00618,Arkansas,0.106304,California,0.030902,Colorado,0.007417,Connecticut,0.055624,Florida,0.001236,Hawaii,0.017305,Minnesota,0.012361,Idaho,0.037083,Illinois,0.030902,Indiana,0.008653,Iowa,0.016069,Kansas,0.019778,Kentucky,0.011125,Louisiana,0.017305,Maryland,0.013597,Massachusetts,0.013597,Michigan,0.00618,Wyoming,,,,
"Co-founder of Conversation on Race 
Men4Choice Member 
Moderator for March for Our Lives Town hall
Volunteer Trainer for several campaigns 
Long time activist for Animal Rights 
Co-Chair of the Environmental Board for NAACP
Advisory Panel for Equality Illinois 
Vernita Gray Council for Howard Brown Health 
Contributing Editor for DemWrite Press 
Multi contributor for Patriot Not Partisan 
Cohost/cofounder of “Snatched “ radio 
Community Organizer 
Political Strategist 
Comedian 
Property Tax Analyst
Retail Mortgage Management 
Policy Advisor 
Multi Award winning Academic Decathlete 
Elected Precinct Committeeman
Gun Safety Organizer 
People’s Lobby Member 
Program Director Democratic Party of DuPage County 
Aurora Pride Moderator 

I am ready on day one and qualified 🇺🇸 I allow my record to speak for itself 
 #OnYourTeam",2019-08-20T17:03:03+0000,FRIENDS OF KEN MEJIA-BEAL ,0,99,0,999,1,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Co-founder of Conversation on Race 
Men4Choice Member 
Moderator for March for Our Lives Town hall
Volunteer Trainer for several campaigns 
Long time activist for Animal Rights 
Co-Chair of the Environmental Board for NAACP
Advisory Panel for Equality Illinois 
Vernita Gray Council for Howard Brown Health 
Contributing Editor for DemWrite Press 
Multi contributor for Patriot Not Partisan 
Cohost/cofounder of “Snatched “ radio 
Community Organizer 
Political Strategist 
Comedian 
Property Tax Analyst
Retail Mortgage Management 
Policy Advisor 
Multi Award winning Academic Decathlete 
Elected Precinct Committeeman
Gun Safety Organizer 
People’s Lobby Member 
Program Director Democratic Party of DuPage County 
Aurora Pride Moderator 

I am ready on day one and qualified 🇺🇸 I allow my record to speak for itself 
 #OnYourTeam",2019-08-20T14:28:43+0000,FRIENDS OF KEN MEJIA-BEAL ,0,99,0,999,1,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patriot T-shirt With Free 2020 Hat

Show Your Support, Grab One Here
outergoods.com/products/og639

On 50% Off Sale Today",2019-08-20T10:30:21+0000,Conservative Gear,0,99,1000,4999,0.005695,Delaware,0.014988,Oklahoma,0.010492,Nebraska,0.007494,Nevada,0.006295,New Hampshire,0.018285,New Jersey,0.004496,New Mexico,0.055156,New York,0.029376,North Carolina,0.002998,North Dakota,0.061451,Ohio,0.047062,Pennsylvania,0.029376,Missouri,0.003297,Rhode Island,0.020384,South Carolina,0.003297,South Dakota,0.026379,Tennessee,0.073141,Texas,0.004496,Utah,0.019484,Virginia,0.023082,Washington,0.010791,West Virginia,0.023681,Wisconsin,0.006595,Montana,0.011091,Mississippi,0.008693,Oregon,0.001499,Hawaii,0.002398,Vermont,0.018585,Alabama,0.002998,Alaska,0.023381,Arizona,0.008693,Arkansas,0.050959,California,0.013789,Colorado,0.008393,Connecticut,0.056655,Florida,0.031775,Georgia,0.008693,Idaho,0.018585,Minnesota,0.035072,Illinois,0.030576,Indiana,0.017086,Iowa,0.01259,Kansas,0.018285,Kentucky,0.014089,Louisiana,0.009592,Maine,0.019185,Maryland,0.013189,Massachusetts,0.051859,Michigan,0.004496,Wyoming,,,,
"Patriot T-shirt With Free 2020 Hat

Show Your Support, Grab One Here
outergoods.com/products/og639

On 50% Off Sale Today",2019-08-20T10:30:21+0000,Conservative Gear,0,99,0,999,0.005688,Maine,0.011377,Oklahoma,0.01479,Mississippi,0.032992,Missouri,0.003413,Montana,0.007964,Nebraska,0.01934,New Jersey,0.05347,New York,0.036405,North Carolina,0.007964,North Dakota,0.055745,Ohio,0.009101,Oregon,0.050057,Michigan,0.045506,Pennsylvania,0.020478,South Carolina,0.005688,South Dakota,0.027304,Tennessee,0.073948,Texas,0.001138,Utah,0.001138,Vermont,0.017065,Virginia,0.021615,Washington,0.01479,West Virginia,0.01934,Minnesota,0.01934,Massachusetts,0.007964,New Hampshire,0.03868,California,0.006826,New Mexico,0.003413,Alaska,0.005688,Idaho,0.006826,Nevada,0.001138,Rhode Island,0.006826,Wyoming,0.023891,Alabama,0.01934,Arizona,0.007964,Arkansas,0.010239,Colorado,0.021615,Maryland,0.006826,Connecticut,0.005688,Delaware,0.050057,Florida,0.026166,Georgia,0.045506,Illinois,0.03868,Indiana,0.018203,Iowa,0.01479,Kansas,0.020478,Kentucky,0.010239,Louisiana,0.027304,Wisconsin,,,,,,
"As one of our top supporters, I need your IMMEDIATE input on our Official Secure The Border Survey.
 
I plan to review the responses of every American Patriot before my next meeting with Nancy and Chuck. 
 
Please take the Official Secure The Border Survey in the NEXT 3 HOURS to make sure I’m able to review your answers. >>",2019-08-20T09:20:07+0000,the Trump Make America Great Again Committee,0,99,0,999,1,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As one of our top supporters, I need your IMMEDIATE input on our Official Secure The Border Survey.
 
I plan to review the responses of every American Patriot before my next meeting with Nancy and Chuck. 
 
Please take the Official Secure The Border Survey in the NEXT 3 HOURS to make sure I’m able to review your answers. >>",2019-08-20T09:20:05+0000,the Trump Make America Great Again Committee,0,99,0,999,0.5,Minnesota,0.5,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As one of our top supporters, I need your IMMEDIATE input on our Official Secure The Border Survey.
 
I plan to review the responses of every American Patriot before my next meeting with Nancy and Chuck. 
 
Please take the Official Secure The Border Survey in the NEXT 3 HOURS to make sure I’m able to review your answers. >>",2019-08-20T09:11:52+0000,the Trump Make America Great Again Committee,0,99,0,999,0.222222,California,0.111111,Colorado,0.111111,Indiana,0.111111,Kentucky,0.111111,Minnesota,0.111111,Missouri,0.111111,Texas,0.111111,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As one of our top supporters, I need your IMMEDIATE input on our Official Secure The Border Survey.
 
I plan to review the responses of every American Patriot before my next meeting with Nancy and Chuck. 
 
Please take the Official Secure The Border Survey in the NEXT 3 HOURS to make sure I’m able to review your answers. >>",2019-08-20T09:11:49+0000,the Trump Make America Great Again Committee,0,99,0,999,0.017241,Alabama,0.017241,Massachusetts,0.12069,Texas,0.068966,Tennessee,0.137931,Pennsylvania,0.017241,Oregon,0.051724,Oklahoma,0.051724,North Carolina,0.034483,Missouri,0.017241,Mississippi,0.051724,Michigan,0.034483,Louisiana,0.068966,Illinois,0.034483,Iowa,0.068966,Florida,0.068966,California,0.017241,Utah,0.017241,South Carolina,0.017241,New York,0.017241,New Jersey,0.017241,Nebraska,0.034483,Kansas,0.017241,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As one of our top supporters, I need your IMMEDIATE input on our Official Secure The Border Survey.
 
I plan to review the responses of every American Patriot before my next meeting with Nancy and Chuck. 
 
Please take the Official Secure The Border Survey in the NEXT 3 HOURS to make sure I’m able to review your answers. >>",2019-08-20T09:11:46+0000,the Trump Make America Great Again Committee,0,99,0,999,0.020548,Arizona,0.068493,Missouri,0.027397,Georgia,0.034247,Illinois,0.013699,Kentucky,0.027397,Louisiana,0.027397,Massachusetts,0.027397,Michigan,0.034247,Minnesota,0.006849,New Jersey,0.089041,California,0.020548,New York,0.013699,North Carolina,0.013699,Oklahoma,0.054795,Pennsylvania,0.013699,South Carolina,0.006849,South Dakota,0.09589,Texas,0.013699,Connecticut,0.034247,Alabama,0.013699,Arkansas,0.013699,Montana,0.013699,Colorado,0.068493,Florida,0.020548,Idaho,0.013699,Indiana,0.013699,Iowa,0.006849,Maryland,0.013699,Mississippi,0.006849,Nebraska,0.006849,Wyoming,0.006849,Nevada,0.006849,New Hampshire,0.006849,North Dakota,0.013699,Oregon,0.006849,Rhode Island,0.027397,Tennessee,0.034247,Washington,0.027397,West Virginia,0.034247,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
"As one of our top supporters, I need your IMMEDIATE input on our Official Secure The Border Survey.
 
I plan to review the responses of every American Patriot before my next meeting with Nancy and Chuck. 
 
Please take the Official Secure The Border Survey in the NEXT 3 HOURS to make sure I’m able to review your answers. >>",2019-08-20T09:06:31+0000,the Trump Make America Great Again Committee,0,99,0,999,0.5,Texas,0.5,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proud Boys and Patriot Prayer are NOT racist groups, and their members are not white supremacists.

Watch this reporter make a fool of the left trying to keep up her narrative...

#CNNisFakeNews",2019-08-20T05:29:52+0000,Amber Krabach for WA,100,499,10000,49999,1,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Use code ""SAVAGE"" for 10% off",2019-08-20T04:07:13+0000,Savage Patriot,0,99,0,999,0.008264,Alaska,0.016529,Oregon,0.033058,Nevada,0.024793,New Jersey,0.008264,New Mexico,0.033058,New York,0.041322,North Carolina,0.016529,Ohio,0.041322,Oklahoma,0.033058,Pennsylvania,0.016529,Missouri,0.024793,South Carolina,0.008264,Tennessee,0.024793,Texas,0.049587,Virginia,0.057851,Washington,0.008264,West Virginia,0.008264,Wisconsin,0.016529,Nebraska,0.008264,Mississippi,0.016529,Arkansas,0.024793,Indiana,0.07438,California,0.024793,Colorado,0.016529,Connecticut,0.041322,Florida,0.033058,Georgia,0.008264,Idaho,0.057851,Illinois,0.033058,Iowa,0.024793,Minnesota,0.008264,Kansas,0.008264,Kentucky,0.033058,Louisiana,0.008264,Maine,0.024793,Maryland,0.016529,Massachusetts,0.049587,Michigan,0.016529,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,
Shop the entire collection! Use code 'SAVAGE' for 10% off your entire order!,2019-08-20T03:46:33+0000,Savage Patriot,0,99,1000,4999,0.00082,Unknown,0.04676,Pennsylvania,0.008203,Nevada,0.002051,New Hampshire,0.025841,New Jersey,0.009434,New Mexico,0.066038,New York,0.043888,North Carolina,0.002871,North Dakota,0.04799,Ohio,0.014766,Oklahoma,0.006973,Oregon,0.002871,Rhode Island,0.002051,Montana,0.020919,South Carolina,0.003692,South Dakota,0.028712,Tennessee,0.093519,Texas,0.008614,Utah,0.001231,Vermont,0.02297,Virginia,0.014766,Washington,0.011485,West Virginia,0.012715,Wisconsin,0.008614,Nebraska,0.0242,Missouri,0.02379,Alabama,0.001231,Hawaii,0.001641,Alaska,0.020509,Arizona,0.012305,Arkansas,0.070139,California,0.011485,Colorado,0.009844,Connecticut,0.002871,Delaware,0.001231,"Washington, District of Columbia",0.054963,Florida,0.040197,Georgia,0.004922,Idaho,0.009024,Mississippi,0.038146,Illinois,0.02338,Indiana,0.011485,Iowa,0.011895,Kansas,0.028302,Kentucky,0.013126,Louisiana,0.004512,Maine,0.018048,Maryland,0.016817,Massachusetts,0.025431,Michigan,0.011075,Minnesota,0.001641,Wyoming
Exclusive Patriots Club Opens to Public,2019-08-20T03:12:03+0000,unite patriot,0,99,5000,9999,0.020284,Indiana,0.044287,Pennsylvania,0.006423,Nebraska,0.009128,Nevada,0.004395,New Hampshire,0.035328,New Jersey,0.007945,New Mexico,0.025355,North Carolina,0.00169,North Dakota,0.041751,Ohio,0.012847,Oklahoma,0.010311,Oregon,0.005916,Rhode Island,0.01741,Missouri,0.015044,South Carolina,0.003719,South Dakota,0.025017,Tennessee,0.082657,Texas,0.004395,Utah,0.002535,Vermont,0.021805,Virginia,0.01217,Washington,0.011663,West Virginia,0.01403,Wisconsin,0.003043,Montana,0.014706,Mississippi,0.030595,Michigan,0.079615,Florida,0.084009,New York,0.018932,Alabama,0.003888,Alaska,0.017918,Arizona,0.014706,Arkansas,0.084348,California,0.008114,Colorado,0.010987,Connecticut,0.00169,Delaware,0.001014,"Washington, District of Columbia",0.025017,Georgia,0.009297,Minnesota,0.007945,Hawaii,0.003719,Idaho,0.039385,Illinois,0.010818,Iowa,0.010311,Kansas,0.023327,Kentucky,0.017241,Louisiana,0.004564,Maine,0.012677,Maryland,0.024848,Massachusetts,0.001183,Wyoming,,
"Looks.
Like.
Trump.
Is.
Driving.
Your.
Car.

(Also, who is that in the back seat??)

Order yours today: https://patriotdepot.com/trump-family-car-sun-shade/",2019-08-19T21:16:21+0000,Patriot Depot,0,99,0,999,1,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Got a YUGE decision to make? Not sure which choice will make you a true winner? Put it in the safe hands of The Donald! Trump is ready to make your future great by answering any question you’ve got!

Get this new product here: https://patriotdepot.com/the-magic-trump-ball/",2019-08-19T21:16:21+0000,Patriot Depot,0,99,0,999,0.333333,Arkansas,0.333333,Tennessee,0.333333,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honor number 45 with a laser-engraved .45 caliber cartridge!

Whether this is a display piece for your mantel, your desk, or a gift for someone, there's no doubt this will inspire conversation from anybody who sees it - whether they love you or hate you for it!

Get yours here: https://patriotdepot.com/trump-45-caliber-cartridge/",2019-08-19T21:16:21+0000,Patriot Depot,0,99,0,999,0.011494,Alabama,0.045977,Pennsylvania,0.034483,New Jersey,0.011494,New Mexico,0.051724,New York,0.04023,North Carolina,0.005747,North Dakota,0.022989,Ohio,0.034483,Oklahoma,0.011494,South Carolina,0.005747,Montana,0.005747,South Dakota,0.011494,Tennessee,0.097701,Texas,0.028736,Utah,0.022989,Virginia,0.034483,Washington,0.005747,West Virginia,0.017241,Nevada,0.063218,Missouri,0.005747,Alaska,0.045977,Illinois,0.017241,Arizona,0.005747,Arkansas,0.051724,California,0.017241,Colorado,0.011494,Connecticut,0.074713,Florida,0.022989,Georgia,0.051724,Indiana,0.005747,Mississippi,0.017241,Kansas,0.022989,Kentucky,0.005747,Louisiana,0.011494,Maryland,0.005747,Massachusetts,0.034483,Michigan,0.011494,Minnesota,0.017241,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earlier this year, it was reported that a massive call records program was no longer being used and was probably going to be scrapped. But in yet another flip-fop, the administration is pushing congress for a permanent renewal of the mass surveillance programs started under the Patriot Act and then amended under the USA Freedom Act.",2019-08-19T17:27:37+0000,Tenth Amendment Center,0,99,0,999,0.021622,Kansas,0.010811,Oklahoma,0.010811,Mississippi,0.048649,Missouri,0.021622,Montana,0.021622,Nevada,0.005405,New Jersey,0.027027,New York,0.032432,North Carolina,0.07027,Ohio,0.027027,Pennsylvania,0.016216,Louisiana,0.005405,Rhode Island,0.027027,South Carolina,0.010811,South Dakota,0.016216,Tennessee,0.054054,Texas,0.010811,Utah,0.032432,Virginia,0.054054,Washington,0.027027,Wisconsin,0.064865,Michigan,0.016216,Indiana,0.021622,Kentucky,0.005405,Arkansas,0.005405,Massachusetts,0.016216,Minnesota,0.016216,New Hampshire,0.005405,Oregon,0.016216,Iowa,0.010811,Maryland,0.005405,Nebraska,0.010811,New Mexico,0.016216,Alabama,0.027027,Illinois,0.016216,Alaska,0.037838,Arizona,0.037838,California,0.027027,Colorado,0.005405,Connecticut,0.005405,Delaware,0.048649,Florida,0.021622,Georgia,0.005405,Idaho,0.005405,Wyoming,,,,,,,,,,,,,,
