ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-08T20:28:51+0000,MoveOn.org Civic Action,100,499,5000,9999,0.001499,Mississippi,0.039355,Oregon,0.004685,Nebraska,0.012369,Nevada,0.007309,New Hampshire,0.023613,New Jersey,0.011994,New Mexico,0.068403,New York,0.024925,North Carolina,0.001874,North Dakota,0.028673,Ohio,0.007121,Oklahoma,0.041229,Pennsylvania,0.02099,Missouri,0.00431,Rhode Island,0.008996,South Carolina,0.003936,South Dakota,0.009933,Tennessee,0.053786,Texas,0.011432,Utah,0.004498,Vermont,0.018741,Virginia,0.040667,Washington,0.003748,West Virginia,0.00506,Montana,0.019865,Minnesota,0.001499,Wyoming,0.022301,Georgia,0.005435,Alabama,0.00581,Alaska,0.025675,Arizona,0.004685,Arkansas,0.154048,California,0.029985,Colorado,0.012556,Connecticut,0.002624,Delaware,0.004685,"Washington, District of Columbia",0.052099,Florida,0.007684,Hawaii,0.030172,Michigan,0.004873,Idaho,0.037294,Illinois,0.016492,Indiana,0.006372,Iowa,0.01012,Kansas,0.008996,Kentucky,0.005997,Louisiana,0.006934,Maine,0.014805,Maryland,0.032984,Massachusetts,0.016867,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-08T20:28:51+0000,MoveOn.org Civic Action,0,99,0,999,0.02331,Arizona,0.004662,Rhode Island,0.013986,Wisconsin,0.002331,Wyoming,0.004662,Alaska,0.004662,Idaho,0.009324,Indiana,0.004662,Mississippi,0.004662,Missouri,0.004662,Nevada,0.004662,Utah,0.011655,South Carolina,0.004662,West Virginia,0.004662,Alabama,0.228438,California,0.016317,Connecticut,0.002331,Iowa,0.123543,New York,0.009324,North Carolina,0.020979,Tennessee,0.076923,Texas,0.013986,Virginia,0.032634,Pennsylvania,0.004662,Arkansas,0.004662,Louisiana,0.037296,Colorado,0.004662,"Washington, District of Columbia",0.037296,Florida,0.016317,Georgia,0.006993,Hawaii,0.034965,Illinois,0.002331,Kansas,0.004662,Kentucky,0.006993,Maine,0.02331,Oregon,0.011655,Maryland,0.025641,Massachusetts,0.018648,Michigan,0.009324,Minnesota,0.004662,Nebraska,0.009324,New Hampshire,0.009324,New Jersey,0.016317,New Mexico,0.02331,Ohio,0.060606,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-08T20:28:51+0000,MoveOn.org Civic Action,0,99,1000,4999,0.001739,Arkansas,0.1,New York,0.01913,Minnesota,0.005217,Oklahoma,0.008696,Tennessee,0.066957,Texas,0.003478,Vermont,0.017391,Virginia,0.03913,Washington,0.201739,California,0.002609,Idaho,0.041739,Illinois,0.026957,Ohio,0.013913,Kentucky,0.026957,Oregon,0.003478,West Virginia,0.024348,Georgia,0.026087,Michigan,0.015652,Utah,0.023478,Colorado,0.008696,Louisiana,0.021739,New Jersey,0.013043,New Mexico,0.033043,Pennsylvania,0.032174,Massachusetts,0.013913,Indiana,0.001739,Delaware,0.001739,North Dakota,0.003478,South Dakota,0.001739,Alaska,0.003478,Mississippi,0.006087,Connecticut,0.004348,Iowa,0.004348,Nebraska,0.004348,Nevada,0.006087,New Hampshire,0.007826,South Carolina,0.01913,Maryland,0.005217,Alabama,0.04,Florida,0.005217,Hawaii,0.005217,Kansas,0.005217,Maine,0.001739,Wyoming,0.00087,Montana,0.011304,Missouri,0.026957,North Carolina,0.010435,Wisconsin,0.016522,Arizona,0.012174,"Washington, District of Columbia",0.003478,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-08T20:28:51+0000,MoveOn.org Civic Action,100,499,1000,4999,0.000297,North Dakota,0.03564,Oregon,0.031185,Massachusetts,0.022869,Michigan,0.019008,Minnesota,0.003564,Montana,0.024948,New Jersey,0.01485,New Mexico,0.074547,New York,0.024057,North Carolina,0.022275,Ohio,0.007425,Oklahoma,0.033858,Pennsylvania,0.008019,Maine,0.004158,Rhode Island,0.005346,South Carolina,0.001485,South Dakota,0.015444,Tennessee,0.078111,Texas,0.022869,Virginia,0.054054,Washington,0.018414,Wisconsin,0.01485,Missouri,0.008613,New Hampshire,0.014256,Maryland,0.009207,Louisiana,0.004455,Nebraska,0.149094,California,0.003564,Vermont,0.001485,Wyoming,0.003861,Alaska,0.003267,Delaware,0.001782,Mississippi,0.007425,Nevada,0.006534,Utah,0.008316,Alabama,0.024948,Arizona,0.00891,Arkansas,0.021681,Colorado,0.008316,Kentucky,0.013068,Connecticut,0.006831,"Washington, District of Columbia",0.053163,Florida,0.01782,Georgia,0.006534,Hawaii,0.002376,Idaho,0.041283,Illinois,0.017226,Indiana,0.010098,Iowa,0.006534,Kansas,0.002079,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-08T20:28:50+0000,MoveOn.org Civic Action,0,99,0,999,0.002273,Louisiana,0.020455,Oregon,0.047727,Florida,0.020455,Georgia,0.054545,Illinois,0.029545,Massachusetts,0.025,Minnesota,0.015909,Missouri,0.079545,New York,0.006818,Oklahoma,0.036364,Pennsylvania,0.138636,California,0.013636,Tennessee,0.043182,Texas,0.031818,Virginia,0.052273,Washington,0.018182,Wisconsin,0.031818,Maine,0.015909,Montana,0.002273,Nebraska,0.020455,New Mexico,0.009091,Connecticut,0.009091,Maryland,0.002273,South Dakota,0.006818,West Virginia,0.002273,Vermont,0.006818,Alabama,0.006818,Delaware,0.004545,Hawaii,0.006818,Idaho,0.009091,Indiana,0.006818,Kansas,0.004545,Nevada,0.006818,Iowa,0.004545,Alaska,0.013636,Arkansas,0.025,Arizona,0.015909,Colorado,0.013636,Kentucky,0.025,Michigan,0.002273,New Hampshire,0.029545,New Jersey,0.022727,Ohio,0.009091,South Carolina,0.009091,Utah,0.040909,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-08T20:28:50+0000,MoveOn.org Civic Action,1000,4999,50000,99999,0.000884,North Dakota,0.026847,Oregon,0.002885,Montana,0.006341,Nebraska,0.006965,Nevada,0.00577,New Hampshire,0.024767,New Jersey,0.010422,New Mexico,0.072431,New York,0.025235,North Carolina,0.028718,Ohio,0.008836,Oklahoma,0.040049,Pennsylvania,0.001637,Mississippi,0.004028,Rhode Island,0.006549,South Carolina,0.001273,South Dakota,0.013644,Tennessee,0.08831,Texas,0.008472,Utah,0.004444,Vermont,0.023494,Virginia,0.043297,Washington,0.003508,West Virginia,0.018686,Missouri,0.021701,Minnesota,0.001533,Wyoming,0.019258,Georgia,0.00499,Alabama,0.003275,Alaska,0.022013,Arizona,0.00564,Arkansas,0.140834,California,0.024845,Colorado,0.011305,Connecticut,0.002521,Delaware,0.009382,"Washington, District of Columbia",0.045455,Florida,0.005094,Hawaii,0.024482,Michigan,0.004236,Idaho,0.04283,Illinois,0.016529,Indiana,0.009798,Iowa,0.008576,Kansas,0.010032,Kentucky,0.006523,Louisiana,0.006419,Maine,0.020401,Maryland,0.03784,Massachusetts,0.016997,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-08T20:28:50+0000,MoveOn.org Civic Action,0,99,0,999,0.014793,Arizona,0.002959,South Dakota,0.014793,Utah,0.011834,Virginia,0.005917,Alabama,0.008876,Arkansas,0.005917,"Washington, District of Columbia",0.002959,Montana,0.002959,Nebraska,0.008876,Oklahoma,0.002959,Vermont,0.014793,South Carolina,0.002959,West Virginia,0.026627,Colorado,0.047337,Illinois,0.047337,Massachusetts,0.02071,Michigan,0.017751,Missouri,0.106509,New York,0.023669,Tennessee,0.047337,Washington,0.038462,Texas,0.005917,Rhode Island,0.180473,California,0.008876,Maine,0.008876,Connecticut,0.038462,Florida,0.014793,Georgia,0.02071,Indiana,0.011834,Iowa,0.005917,Kansas,0.011834,Kentucky,0.005917,Louisiana,0.02071,Maryland,0.032544,Pennsylvania,0.014793,Minnesota,0.002959,Mississippi,0.008876,Nevada,0.002959,New Hampshire,0.005917,New Jersey,0.011834,New Mexico,0.023669,North Carolina,0.029586,Ohio,0.04142,Oregon,0.014793,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-08T20:28:50+0000,MoveOn.org Civic Action,0,99,1000,4999,0.002612,Mississippi,0.043626,Pennsylvania,0.006531,Nebraska,0.008359,Nevada,0.008621,New Hampshire,0.021682,New Jersey,0.007315,New Mexico,0.073929,New York,0.020376,North Carolina,0.037879,Ohio,0.006792,Oklahoma,0.041797,Oregon,0.005225,Rhode Island,0.020115,Missouri,0.008359,South Carolina,0.001829,South Dakota,0.014107,Tennessee,0.039185,Texas,0.011494,Utah,0.007837,Vermont,0.026123,Virginia,0.048589,Washington,0.00418,West Virginia,0.022205,Wisconsin,0.004963,Montana,0.017764,Minnesota,0.001306,North Dakota,0.015935,Georgia,0.004441,Alabama,0.006008,Alaska,0.023772,Arizona,0.004441,Arkansas,0.139237,California,0.025862,Colorado,0.012539,Connecticut,0.00209,Delaware,0.00627,"Washington, District of Columbia",0.043626,Florida,0.003918,Hawaii,0.033699,Michigan,0.005225,Idaho,0.047544,Illinois,0.01907,Indiana,0.006008,Iowa,0.010711,Kansas,0.009927,Kentucky,0.006008,Louisiana,0.007315,Maine,0.015152,Maryland,0.037356,Massachusetts,0.001045,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-08T20:28:50+0000,MoveOn.org Civic Action,0,99,1000,4999,0.001166,North Dakota,0.010493,Oklahoma,0.013116,New Mexico,0.027106,Ohio,0.027397,Oregon,0.040513,Pennsylvania,0.050714,Texas,0.005246,Alaska,0.009035,Arkansas,0.034684,Illinois,0.011367,Kansas,0.025357,North Carolina,0.006121,Vermont,0.022734,Colorado,0.134363,California,0.058875,Florida,0.009035,Hawaii,0.011658,Kentucky,0.03993,Massachusetts,0.017779,Missouri,0.009035,Nevada,0.073739,New York,0.006995,Utah,0.043136,Washington,0.011075,Maine,0.026814,Arizona,0.007869,Alabama,0.022442,Minnesota,0.014573,Connecticut,0.00408,Delaware,0.002915,"Washington, District of Columbia",0.013116,Georgia,0.005246,Idaho,0.018071,Indiana,0.008744,Iowa,0.005246,Louisiana,0.019236,Maryland,0.030895,Michigan,0.00204,Mississippi,0.020985,Virginia,0.004663,Montana,0.004663,Nebraska,0.007869,New Hampshire,0.0239,New Jersey,0.005829,Rhode Island,0.005538,South Carolina,0.002623,South Dakota,0.012824,Tennessee,0.005829,West Virginia,0.000874,Wyoming,0.022442,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-08T20:25:53+0000,MoveOn.org Civic Action,0,99,0,999,0.001661,"Washington, District of Columbia",0.013289,New Mexico,0.009967,Kentucky,0.01495,Maryland,0.001661,North Dakota,0.006645,Vermont,0.186047,California,0.036545,Florida,0.018272,Georgia,0.011628,Iowa,0.036545,Massachusetts,0.028239,Minnesota,0.026578,North Carolina,0.023256,Colorado,0.028239,Ohio,0.031561,Oregon,0.0299,Pennsylvania,0.01495,Rhode Island,0.076412,Texas,0.016611,Connecticut,0.033223,Illinois,0.026578,Michigan,0.078073,New York,0.021595,Virginia,0.006645,Hawaii,0.026578,Arizona,0.003322,Nebraska,0.004983,West Virginia,0.001661,Montana,0.001661,Wyoming,0.003322,Arkansas,0.004983,Kansas,0.003322,Maine,0.008306,Nevada,0.006645,South Carolina,0.01495,Tennessee,0.003322,Alaska,0.004983,New Hampshire,0.004983,Alabama,0.001661,Mississippi,0.003322,Delaware,0.013289,Indiana,0.009967,Louisiana,0.011628,Missouri,0.01495,New Jersey,0.009967,Oklahoma,0.003322,Utah,0.013289,Wisconsin,0.003322,Idaho,0.003322,South Dakota,0.039867,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-08T20:25:53+0000,MoveOn.org Civic Action,1000,4999,100000,199999,0.001401,Wyoming,0.020917,New Jersey,0.012847,Connecticut,0.002228,Delaware,0.006108,"Washington, District of Columbia",0.04549,Florida,0.014977,Indiana,0.008448,Iowa,0.010283,Kentucky,0.008056,Maine,0.027964,Michigan,0.001639,Mississippi,0.011852,New Mexico,0.005072,Alabama,0.023467,North Carolina,0.001415,North Dakota,0.007551,Oklahoma,0.039984,Pennsylvania,0.004539,Rhode Island,0.005716,South Carolina,0.002031,South Dakota,0.013436,Tennessee,0.005954,Vermont,0.004273,West Virginia,0.004273,Alaska,0.021155,Wisconsin,0.022066,Arizona,0.023691,Minnesota,0.004637,Arkansas,0.160386,California,0.029841,Colorado,0.016181,Georgia,0.006234,Hawaii,0.005044,Idaho,0.040096,Illinois,0.00629,Louisiana,0.01747,Maryland,0.033778,Massachusetts,0.018843,Missouri,0.05108,Washington,0.004301,Montana,0.005576,Nebraska,0.006206,Nevada,0.006431,New Hampshire,0.075878,New York,0.029533,Ohio,0.038723,Oregon,0.046863,Texas,0.00884,Utah,0.02299,Virginia,0.007944,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While Donald Trump celebrated Independence Day with a self-indulgent parade, thousands of kids were at the border, torn from their families, sleeping on the floor.

We need a change. Now.",2019-07-08T18:06:38+0000,Bullock for President,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While Donald Trump celebrated Independence Day with a self-indulgent parade, thousands of kids were at the border, torn from their families, sleeping on the floor.

We need a change. Now.",2019-07-08T18:06:11+0000,Bullock for President,0,99,5000,9999,1,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
