,adID,adText,adSpend,adLP,adImpress,adClicks,adCreation,adLocation_cleaned,adStates,adDate
153,3150,A tiny browser extension will help you to browse listen and share any kind ofmusic Free online music library musicfbinfo FaceMusic Stop AI,2720.45,https://musicfb.info/,10198.0,28.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests: Free software                                    And Must Also Match: Interests: Music,,,
154,3151,Free online player Just add in ur browser and jump in the world of free musicmusicfbinfo FaceMusic Stop A,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests: free music or Free software,,,
155,3152,Free online player Just add in ur browser and jump in the world of free musicmusicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Free software                                    And Must Also Match: Interests Music,,,
156,3154,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests: free music or Free software,,,
157,3155,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Free software                                    And Must Also Match: Interests Music,,,
158,3156,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Free software                                    And Must Also Match: Interests Music,,,
159,3157,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests: free music or Free software,,,
160,3176,A tiny browser extension will help you to browse listen and share any kind ofmusic Free online music library musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Spotify,,,
161,3180,Free online player Just add in ur browser and jump in the world of free musicmusicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music                                    And Must Also Match: Interests Free software,,,
162,3193,Only for Chrome usersAny music via FaceMusic absolutely legal and for free Free online musiclibrary Downloadmusicfbinfo FaceMusic Stop AI,0.0,https:Hmusicfb.info/,0.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests: Grooveshark, Last.fm, SoundCloud, Vevo or                                    Google Play Music",,,
163,3196,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music                                    And Must Also Match: Interests Free software,,,
164,3197,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Spotify,,,
165,3201,Download and listen music for free Unique browser extension Download andstart listen musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Grooveshark, Last.fm, SoundCloud. Vevo,                                    Shazam (service) or Google Play Music",,,
166,3209,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music                                    And Must Also Match: Interests Free software,,,
167,3210,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Spotify,,,
168,3213,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests: Grooveshark, Last.fm, SoundCloud, Vevo,                                    Shazam (service) or Google Play Music",,,
169,3215,Listen to your favorite music viaFaceMusic absolutely legal and for freeFree online music player Download now musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music                                    And Must Also Match: Interests Free software,,,
170,3216,Listen to your favorite music viaFaceMusic absolutely legal and for freeFree online music player Download now musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Spotify,,,
171,3231,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music; Last.fm, SoundCloud or Apple Music",,,
172,3235,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,10.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music; Last.fm, SoundCloud or Apple Music",,,
173,3236,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,21.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Spotify, (Tunes, Music; SoundCloud or Apple                                    Music",,,
174,3237,Free online player Jump in the world of free music Click and download for urbrowser musicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,134.0,0.0,Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests: free music or Free software,,,
175,3242,Free online player Just add in ur browser and jump in the world of free musicmusicfbinfo FaceMusic Stop AI,156.29,https://musicfb.info/,688.0,4.0,"Interests: Music or Rock music                                    And Must Also Match: Behaviors: Facebook access (browser): Firefox,                                    Facebook access (browser): Chrome or Facebook access (browser): Opera",,,
176,3247,Free online player Just add in ur browser and jump in the world of free musicmusicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,17.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music; Last.fm, SoundCloud or Apple Music",,,
177,3248,Free online player Just add in ur browser and jump in the world of free musicmusicfbinfo FaceMusic Stop AI,0.0,https://musicfb.info/,0.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Spotify, (Tunes, Music; SoundCloud or Apple                                    Music",,,
178,3251,Free music extension Be online and listen anything u like musicfbinfoFaceMusic Stop AI,0.0,https://musicfb.info/,16.0,0.0,"Behaviors: Facebook access (browser): Chrome                                    And Must Also Match: Interests Music; Last.fm, SoundCloud or Apple Music",,,
179,3254,This is the real problem,0.0,https://www.facebook.com/Stop-Refugees-831055207009551/,0.0,0.0,10/14/15 03:36:56 AM PDT,,,2015-10-14
180,3258,Brexit may be a threat to both researchers think Stranger Things There AreMore Sheep Than People In Wales By NowComment Agriculture census farming Brexit may be a threat to bothresearchers think Share on FacebookShare on Twitter At the moment therearemillion sheep and Iambs in Wales and onlypeopleThere Are More Sheep Than People In Wales By NowDuDeersdudeerscom,200.0,http://dudeers.com/2016/12/23/there-are-more-sheep-than-people-in-wales-,1132.0,36.0,01/11/17 03:34:00 PM PST,,,2017-01-11
181,3322,Explosion in Manchester ISIS attack in Marawi bomb attack in Bangkok carbombing in Syriaall happened in one day This is heartbreaking and we arepraying for everyoneDont you think that it is vicious cycle Now they will bomb more in Syria tostop terrorists And then another bombing here and there But these attackscant bring PeaceStop wasting money on weapons America you better stay away from thisand start taking care of your own people Within your own country,78.08,https://www.facebook.com/WiIliamsandKalvin/,3107.0,557.0,05/28/17 07:52:35 AM PDT,,,2017-05-28
182,3323,Honestly white princesses are fine But these are lovely and magical,72.82,https://www.facebook.com/WiIIiamsandKalvin/,7492.0,1401.0,03/29/17 12:38:43 AM PDT,,,2017-03-29
183,3324,Never doubt that,0.0,https://www.facebook.com/WiIIiamsandKalvin/,0.0,0.0,11/14/16 07:28:43 AM PST,,,2016-11-14
184,3326,She has big plans for the Detroit and she will regain its former glory,200.0,https://www.facebook.com/WiIIiamsandKalvin/,27148.0,5001.0,02/20/17 04:41:58 AM PST,,,2017-02-20
185,3327,Africa was never poor white people came there and took everythingincluding people,200.0,https://www.facebook.com/WiIIiamsandKalvin/,20391.0,2602.0,02/20/17 04:41:28 AM PST,,,2017-02-20
186,3328,Rest in peace Thank you for trying to teach Black kids how to lovethemselves,200.0,https://www.facebook.com/WiIIiamsandKalvin/,39937.0,6356.0,02/20/17 04:42:51 AM PST,,,2017-02-20
187,3331,Looks like melanin is some magic philosophers stone that allows Blackpeople live forever and stay beautiful forever,300.0,https://www.facebook.com/WiIIiamsandKalvin/,25070.0,4150.0,02/06/17 03:59:38 AM PST,,,2017-02-06
188,3334,Dont let anything stop you Yuo body can be weak but your mind has to bestrong,400.0,https://www.facebook.com/WiIIiamsandKalvin/,9926.0,1961.0,02/18/17 04:42:21 AM PST,,,2017-02-18
189,5,WHERE is your VOICE,3714.15,https://www.facebook.com/GovSpending-1651761351759857/,29786.0,201.0,06/15/16 03:39:52 AM PDT,Georgia,Georgia,2016-06-15
190,12,Its time for us to understand that we do deserve all best Its time for ourpeople to stand up and use all the opportunities of this life Follow black prideus if you agree,4893.72,https://www.facebook.com/Bat-240131319678646/,44111.0,625.0,08/17/16 04:17:52 AM PDT,,,2016-08-17
191,16,A Wounded Warrior and his service dog Support our VeteransFollow TheUS Gov Spending Stats Instalol,2131.44,https://www.instagram.com/veterans_us/,21093.0,53.0,05/12/16 02:37:39 AM PDT,,,2016-05-12
192,24,TAG YOUR PHOTOS WITH TXagainst Send us the reason why dont youwant illegals in TexasComments photos and videos are welcomed,6618.25,https://www.facebook.com/GovSpending-1651761351759857/,77759.0,9.0,04/20/16 12:07:11 AM PDT,,,2016-04-20
193,25,Homeland of brave Support our veterans Join us Veterans USAGovSpending,1401.8,https://instagram.com/veterans_us/,3970.0,35.0,11/09/15 05:01:08 AM PST,,,2015-11-09
194,29,What do you know about PTSD Do you know that US Military deaths sincecountwhile veterans suicides sinceaccount forWeare losingtimes more warriors in civilian life than on the battlefieldsLearn more Follow us Veterans USAGovSpending,1506.21,https:Hinstagram.com/veterans_us/,3527.0,33.0,11/12/15 04:38:35 AM PST,,,2015-11-12
195,30,Click learn more People dont want to look at the homeless But maybe theywill look at or think about or support dealing with homelessness once theyknow thatof the homeless adult population are veterans Join usVeterans USAGovSpending,0.0,https:Hinstagram.com/veterans_us/,0.0,0.0,11/19/15 05:20:22 AM PST,,,2015-11-19
196,32,Heritage not hate yall Our flag has nothing to do with racism The FederalGovernment shouldnt be able to dictate what we can and cannot do Gofollow Confederate pageon lnstagram south united if you are proud of oursouthern heritage God bless Dixie Confederate pageon lnstagram Noracism no hate The south will rise againSouth United GovSpending,3.0,https://www.instagram.com/south_united/,12727.0,375.0,08/18/16 08:31 :16 AM PDT,Alabama Arkansas Florida Georgia Louisiana Mississippi North Carolina South Tennessee Texas Virginia,Alabama Arkansas Florida Georgia Louisiana Mississippi North Carolina Tennessee Texas Virginia,2016-08-18
197,36,Hes lucky to return home to reunite with his family for the holidays But hesjust one of a few servicemen to do this For many of our brave troopsstationed abroad and far from their loved ones Our brave servicemen andservicewomen will continue to make sacrifices for our great country while theVA employees will be having their dinner and laughing at the VA backlogClick to Learn More Veterans USAGovSpending,8339.12,https://www.instagram.com/veterans_us/,143644.0,496.0,01/14/16 07:18:30 AM PST,,,2016-01-14
198,40,Lets make America great again for the future generations Click Learn MoreVeterans USAGovSpending,1203.51,https://www.instagram.com/veterans_us/,12476.0,25.0,01 /06/16 03: 11 :48 AM PST,,,
199,42,If we ever forget that we are One Nation Under God then we will be a nationgone under Ronald Reagan,6015.85,https://www.facebook.com/Bat-240131319678646/,22608.0,266.0,06/15/16 04:02:09 AM PDT,Ohio Tennessee Virginia,Ohio Tennessee Virginia,2016-06-15
200,50,Black MattersCops OnTeen Brutality Against Juveniles L A Countyprobation officers brutalize teen in detention center Fox News Hosts BelieveCharleston Shooting Wasnt Hate Crime FoxFriends hosts declare thatthe shooting was motivated by religious hatred towards Christians but notracism Brutal Alabama Cop Fatally Shoots Black Teen Holding Cellphone Amobile police officer fatally shot a yearold black teen Michael Mooreduring a traffic stop Monday Junein Toulminville Alabama Black Matters,13458.49,https:Hblackmattersus.com/,92618.0,6555.0,06/21/16 07:09:02 AM PDT,,,2016-06-21
